10kParcel	vox_count	schaefer18_1kParcel7Net
493.0	90.0	242.0
494.0	97.0	
495.0	160.0	494.0
496.0	39.0	519.0
497.0	116.0	75.0
498.0	69.0	523.0
499.0	135.0	657.0
500.0	62.0	
501.0	81.0	767.0
502.0	44.0	
503.0	148.0	388.0
504.0	73.0	302.0
505.0	31.0	
506.0	242.0	749.0
507.0	225.0	181.0
508.0	164.0	707.0
509.0	84.0	173.0
510.0	149.0	
511.0	51.0	
512.0	67.0	
513.0	73.0	
514.0	40.0	
515.0	101.0	174.0
516.0	167.0	792.0
517.0	164.0	689.0
518.0	153.0	47.0
519.0	143.0	108.0
520.0	100.0	550.0
521.0	39.0	519.0
522.0	42.0	
523.0	65.0	
524.0	163.0	469.0
525.0	138.0	862.0
526.0	69.0	
527.0	120.0	518.0
528.0	69.0	2.0
529.0	158.0	197.0
530.0	150.0	869.0
531.0	167.0	652.0
532.0	92.0	
533.0	36.0	
534.0	33.0	
535.0	20.0	
536.0	110.0	
537.0	142.0	268.0
538.0	167.0	399.0
539.0	79.0	311.0
540.0	135.0	846.0
541.0	83.0	227.0
542.0	106.0	
543.0	72.0	
544.0	79.0	768.0
545.0	185.0	83.0
546.0	186.0	549.0
547.0	115.0	690.0
548.0	107.0	506.0
549.0	121.0	656.0
550.0	68.0	
551.0	117.0	429.0
552.0	135.0	725.0
553.0	69.0	
554.0	85.0	234.0
555.0	37.0	1.0
556.0	83.0	282.0
557.0	131.0	235.0
558.0	181.0	913.0
559.0	63.0	
560.0	83.0	150.0
561.0	37.0	
562.0	136.0	862.0
563.0	177.0	550.0
564.0	62.0	272.0
565.0	110.0	429.0
566.0	140.0	117.0
567.0	121.0	422.0
568.0	161.0	
569.0	42.0	819.0
570.0	113.0	752.0
571.0	73.0	
572.0	139.0	
573.0	139.0	319.0
574.0	66.0	
575.0	85.0	545.0
576.0	105.0	115.0
577.0	99.0	179.0
578.0	37.0	
579.0	73.0	486.0
580.0	177.0	347.0
581.0	71.0	
582.0	153.0	821.0
583.0	112.0	373.0
584.0	99.0	736.0
585.0	99.0	808.0
586.0	62.0	303.0
587.0	56.0	814.0
588.0	148.0	460.0
589.0	102.0	787.0
590.0	160.0	977.0
591.0	90.0	
592.0	83.0	301.0
593.0	45.0	837.0
594.0	142.0	873.0
595.0	131.0	14.0
596.0	83.0	23.0
597.0	39.0	
598.0	42.0	
599.0	123.0	302.0
600.0	84.0	864.0
601.0	46.0	
602.0	80.0	355.0
603.0	46.0	
604.0	101.0	462.0
605.0	104.0	401.0
606.0	73.0	
607.0	55.0	
608.0	89.0	557.0
609.0	80.0	151.0
610.0	78.0	823.0
611.0	89.0	960.0
612.0	46.0	
613.0	51.0	
614.0	29.0	
615.0	123.0	995.0
616.0	129.0	613.0
617.0	91.0	216.0
618.0	54.0	
619.0	63.0	93.0
620.0	122.0	818.0
621.0	35.0	826.0
622.0	45.0	
623.0	126.0	889.0
624.0	128.0	819.0
625.0	124.0	444.0
626.0	192.0	
627.0	138.0	687.0
628.0	89.0	217.0
629.0	98.0	146.0
630.0	49.0	841.0
631.0	196.0	257.0
632.0	89.0	246.0
633.0	80.0	812.0
634.0	56.0	
635.0	133.0	219.0
636.0	121.0	227.0
637.0	165.0	78.0
638.0	134.0	271.0
639.0	95.0	344.0
640.0	135.0	989.0
641.0	62.0	127.0
642.0	101.0	
643.0	56.0	
644.0	55.0	
645.0	104.0	27.0
646.0	54.0	502.0
647.0	68.0	501.0
648.0	131.0	396.0
649.0	128.0	661.0
650.0	35.0	
651.0	75.0	630.0
652.0	42.0	832.0
653.0	89.0	
654.0	48.0	
655.0	72.0	
656.0	147.0	895.0
657.0	91.0	817.0
658.0	126.0	896.0
659.0	46.0	
660.0	261.0	241.0
661.0	91.0	947.0
662.0	89.0	621.0
663.0	73.0	
664.0	79.0	501.0
665.0	66.0	
666.0	190.0	521.0
667.0	66.0	501.0
668.0	120.0	549.0
669.0	85.0	123.0
670.0	90.0	949.0
671.0	55.0	860.0
672.0	73.0	304.0
673.0	145.0	933.0
674.0	103.0	236.0
675.0	281.0	585.0
676.0	96.0	870.0
677.0	107.0	406.0
678.0	82.0	647.0
679.0	57.0	
680.0	64.0	498.0
681.0	111.0	296.0
682.0	122.0	890.0
683.0	134.0	891.0
684.0	120.0	872.0
685.0	34.0	
686.0	114.0	879.0
687.0	89.0	198.0
688.0	53.0	910.0
689.0	47.0	
690.0	94.0	912.0
691.0	42.0	
692.0	52.0	
693.0	116.0	335.0
694.0	79.0	58.0
695.0	77.0	828.0
696.0	127.0	101.0
697.0	45.0	9.0
698.0	67.0	575.0
699.0	35.0	
700.0	96.0	663.0
701.0	30.0	314.0
702.0	57.0	
703.0	78.0	597.0
704.0	18.0	
705.0	47.0	
706.0	31.0	
707.0	78.0	106.0
708.0	88.0	534.0
709.0	199.0	
710.0	67.0	929.0
711.0	72.0	239.0
712.0	42.0	
713.0	145.0	432.0
714.0	41.0	309.0
715.0	34.0	
716.0	136.0	386.0
717.0	147.0	730.0
718.0	114.0	721.0
719.0	94.0	912.0
720.0	110.0	
721.0	124.0	956.0
722.0	72.0	867.0
723.0	84.0	430.0
724.0	182.0	420.0
725.0	94.0	545.0
726.0	75.0	437.0
727.0	95.0	828.0
728.0	124.0	957.0
729.0	38.0	513.0
730.0	34.0	297.0
731.0	93.0	447.0
732.0	124.0	445.0
733.0	54.0	
734.0	152.0	
735.0	83.0	132.0
736.0	27.0	
737.0	84.0	687.0
738.0	45.0	296.0
739.0	71.0	
740.0	121.0	450.0
741.0	50.0	246.0
742.0	59.0	333.0
743.0	134.0	165.0
744.0	234.0	402.0
745.0	92.0	207.0
746.0	73.0	492.0
747.0	97.0	962.0
748.0	88.0	317.0
749.0	66.0	431.0
750.0	23.0	
751.0	57.0	315.0
752.0	86.0	
753.0	45.0	841.0
754.0	139.0	56.0
755.0	126.0	952.0
756.0	133.0	270.0
757.0	48.0	833.0
758.0	117.0	885.0
759.0	72.0	448.0
760.0	25.0	
761.0	95.0	24.0
762.0	140.0	139.0
763.0	105.0	805.0
764.0	67.0	307.0
765.0	41.0	
766.0	73.0	149.0
767.0	142.0	268.0
768.0	72.0	502.0
769.0	64.0	868.0
770.0	102.0	
771.0	97.0	399.0
772.0	92.0	
773.0	196.0	
774.0	45.0	771.0
775.0	114.0	351.0
776.0	72.0	
777.0	113.0	922.0
778.0	43.0	
779.0	122.0	934.0
780.0	149.0	828.0
781.0	75.0	880.0
782.0	79.0	596.0
783.0	86.0	791.0
784.0	105.0	92.0
785.0	89.0	925.0
786.0	82.0	524.0
787.0	72.0	
788.0	32.0	510.0
789.0	56.0	295.0
790.0	44.0	500.0
791.0	71.0	737.0
792.0	73.0	310.0
793.0	47.0	291.0
794.0	103.0	88.0
795.0	17.0	
796.0	128.0	959.0
797.0	82.0	443.0
798.0	122.0	892.0
799.0	56.0	293.0
800.0	94.0	811.0
801.0	119.0	574.0
802.0	122.0	955.0
803.0	50.0	741.0
804.0	78.0	808.0
805.0	45.0	143.0
806.0	75.0	
807.0	74.0	511.0
808.0	99.0	751.0
809.0	31.0	
810.0	74.0	275.0
811.0	41.0	500.0
812.0	94.0	712.0
813.0	47.0	503.0
814.0	66.0	
815.0	114.0	361.0
816.0	50.0	
817.0	127.0	
818.0	93.0	612.0
819.0	88.0	771.0
820.0	31.0	
821.0	93.0	558.0
822.0	92.0	457.0
823.0	70.0	
824.0	126.0	467.0
825.0	114.0	943.0
826.0	58.0	
827.0	74.0	43.0
828.0	54.0	294.0
829.0	39.0	
830.0	37.0	
831.0	29.0	
832.0	42.0	
833.0	58.0	
834.0	65.0	
835.0	137.0	454.0
836.0	119.0	660.0
837.0	94.0	339.0
838.0	29.0	
839.0	108.0	508.0
840.0	141.0	
841.0	86.0	224.0
842.0	45.0	510.0
843.0	48.0	498.0
844.0	138.0	238.0
845.0	51.0	137.0
846.0	48.0	814.0
847.0	134.0	691.0
848.0	40.0	
849.0	23.0	
850.0	90.0	827.0
851.0	44.0	308.0
852.0	124.0	363.0
853.0	86.0	976.0
854.0	46.0	
855.0	38.0	277.0
856.0	58.0	837.0
857.0	65.0	
858.0	76.0	
859.0	92.0	456.0
860.0	25.0	
861.0	78.0	318.0
862.0	114.0	753.0
863.0	61.0	253.0
864.0	53.0	152.0
865.0	69.0	584.0
866.0	106.0	535.0
867.0	41.0	41.0
868.0	21.0	
869.0	35.0	
870.0	27.0	
871.0	21.0	
872.0	80.0	349.0
873.0	45.0	302.0
874.0	99.0	796.0
875.0	100.0	777.0
876.0	86.0	965.0
877.0	71.0	252.0
878.0	65.0	130.0
879.0	90.0	611.0
880.0	47.0	1.0
881.0	119.0	850.0
882.0	77.0	670.0
883.0	40.0	817.0
884.0	33.0	531.0
885.0	58.0	4.0
886.0	63.0	273.0
887.0	60.0	369.0
888.0	106.0	544.0
889.0	83.0	561.0
890.0	79.0	648.0
891.0	60.0	359.0
892.0	56.0	
893.0	189.0	617.0
894.0	64.0	
895.0	80.0	727.0
896.0	77.0	745.0
897.0	54.0	
898.0	42.0	
899.0	87.0	200.0
900.0	31.0	
901.0	83.0	391.0
902.0	37.0	501.0
903.0	77.0	464.0
904.0	65.0	
905.0	52.0	492.0
906.0	40.0	306.0
907.0	52.0	523.0
908.0	38.0	
909.0	98.0	
910.0	105.0	172.0
911.0	58.0	297.0
912.0	73.0	436.0
913.0	44.0	
914.0	73.0	730.0
915.0	71.0	356.0
916.0	133.0	892.0
917.0	145.0	397.0
918.0	37.0	820.0
919.0	87.0	755.0
920.0	81.0	828.0
921.0	46.0	20.0
922.0	49.0	
923.0	43.0	
924.0	87.0	564.0
925.0	62.0	736.0
926.0	100.0	868.0
927.0	67.0	
928.0	63.0	25.0
929.0	66.0	419.0
930.0	21.0	
931.0	95.0	76.0
932.0	46.0	799.0
933.0	40.0	313.0
934.0	69.0	835.0
935.0	142.0	331.0
936.0	63.0	817.0
937.0	84.0	735.0
938.0	122.0	444.0
939.0	76.0	736.0
940.0	29.0	
941.0	28.0	500.0
942.0	68.0	272.0
943.0	31.0	
944.0	55.0	142.0
945.0	84.0	607.0
946.0	106.0	896.0
947.0	68.0	
948.0	30.0	311.0
949.0	40.0	826.0
950.0	102.0	171.0
951.0	100.0	892.0
952.0	37.0	
953.0	74.0	
954.0	82.0	882.0
955.0	107.0	12.0
956.0	35.0	309.0
957.0	100.0	561.0
958.0	52.0	499.0
959.0	42.0	250.0
960.0	28.0	499.0
961.0	42.0	
962.0	58.0	855.0
963.0	33.0	
964.0	205.0	534.0
965.0	128.0	10.0
966.0	60.0	628.0
967.0	38.0	278.0
968.0	142.0	682.0
969.0	44.0	465.0
970.0	115.0	958.0
971.0	40.0	303.0
972.0	117.0	335.0
973.0	40.0	121.0
974.0	180.0	990.0
975.0	31.0	1.0
976.0	90.0	195.0
977.0	32.0	
978.0	131.0	676.0
979.0	62.0	524.0
980.0	134.0	404.0
981.0	51.0	427.0
982.0	24.0	
983.0	31.0	
984.0	45.0	
985.0	85.0	858.0
986.0	41.0	221.0
987.0	66.0	354.0
988.0	93.0	547.0
989.0	81.0	859.0
990.0	50.0	
991.0	62.0	458.0
992.0	88.0	911.0
993.0	41.0	301.0
994.0	51.0	
995.0	62.0	
996.0	38.0	838.0
997.0	48.0	358.0
998.0	69.0	998.0
999.0	48.0	
1000.0	122.0	188.0
