10kParcel	vox_count	schaefer18_1kParcel7Net
251.0	123.0	842.0
252.0	228.0	396.0
253.0	162.0	
254.0	242.0	506.0
255.0	62.0	
256.0	180.0	
257.0	252.0	639.0
258.0	143.0	776.0
259.0	340.0	884.0
260.0	246.0	663.0
261.0	453.0	882.0
262.0	103.0	
263.0	228.0	739.0
264.0	375.0	977.0
265.0	295.0	913.0
266.0	227.0	51.0
267.0	193.0	173.0
268.0	348.0	506.0
269.0	239.0	117.0
270.0	246.0	773.0
271.0	292.0	21.0
272.0	214.0	303.0
273.0	400.0	241.0
274.0	313.0	432.0
275.0	191.0	573.0
276.0	255.0	8.0
277.0	193.0	861.0
278.0	259.0	266.0
279.0	132.0	798.0
280.0	328.0	688.0
281.0	119.0	837.0
282.0	150.0	502.0
283.0	619.0	883.0
284.0	148.0	819.0
285.0	110.0	812.0
286.0	580.0	695.0
287.0	237.0	462.0
288.0	373.0	960.0
289.0	153.0	20.0
290.0	271.0	307.0
291.0	109.0	396.0
292.0	143.0	
293.0	460.0	89.0
294.0	148.0	460.0
295.0	160.0	19.0
296.0	185.0	
297.0	66.0	
298.0	230.0	
299.0	102.0	41.0
300.0	158.0	359.0
301.0	329.0	425.0
302.0	119.0	
303.0	98.0	834.0
304.0	250.0	628.0
305.0	212.0	234.0
306.0	110.0	13.0
307.0	295.0	310.0
308.0	150.0	
309.0	246.0	867.0
310.0	230.0	361.0
311.0	388.0	58.0
312.0	426.0	
313.0	202.0	
314.0	257.0	676.0
315.0	94.0	295.0
316.0	256.0	933.0
317.0	150.0	841.0
318.0	448.0	715.0
319.0	386.0	270.0
320.0	139.0	231.0
321.0	240.0	880.0
322.0	158.0	253.0
323.0	558.0	409.0
324.0	415.0	749.0
325.0	428.0	855.0
326.0	68.0	
327.0	98.0	503.0
328.0	170.0	49.0
329.0	103.0	297.0
330.0	92.0	
331.0	355.0	435.0
332.0	196.0	825.0
333.0	271.0	868.0
334.0	128.0	
335.0	136.0	828.0
336.0	187.0	76.0
337.0	186.0	
338.0	128.0	647.0
339.0	154.0	501.0
340.0	243.0	492.0
341.0	121.0	302.0
342.0	181.0	4.0
343.0	86.0	
344.0	106.0	226.0
345.0	222.0	561.0
346.0	282.0	176.0
347.0	91.0	
348.0	139.0	
349.0	95.0	
350.0	222.0	892.0
351.0	329.0	419.0
352.0	200.0	808.0
353.0	280.0	252.0
354.0	527.0	455.0
355.0	83.0	513.0
356.0	209.0	387.0
357.0	201.0	452.0
358.0	252.0	29.0
359.0	89.0	13.0
360.0	209.0	517.0
361.0	167.0	817.0
362.0	147.0	11.0
363.0	308.0	728.0
364.0	208.0	271.0
365.0	150.0	531.0
366.0	100.0	826.0
367.0	121.0	132.0
368.0	145.0	314.0
369.0	118.0	1.0
370.0	259.0	351.0
371.0	206.0	544.0
372.0	236.0	564.0
373.0	235.0	963.0
374.0	125.0	662.0
375.0	199.0	222.0
376.0	258.0	755.0
377.0	121.0	523.0
378.0	147.0	124.0
379.0	245.0	517.0
380.0	169.0	227.0
381.0	78.0	832.0
382.0	157.0	
383.0	113.0	
384.0	176.0	828.0
385.0	102.0	
386.0	88.0	
387.0	184.0	935.0
388.0	660.0	402.0
389.0	228.0	956.0
390.0	160.0	144.0
391.0	105.0	147.0
392.0	88.0	
393.0	78.0	
394.0	352.0	617.0
395.0	165.0	
396.0	129.0	
397.0	252.0	423.0
398.0	171.0	978.0
399.0	274.0	534.0
400.0	415.0	14.0
