10kParcel	vox_count	schaefer18_1kParcel7Net
688.0	88.0	924.0
689.0	53.0	
690.0	111.0	
691.0	87.0	878.0
692.0	120.0	940.0
693.0	92.0	378.0
694.0	62.0	437.0
695.0	55.0	645.0
696.0	44.0	
697.0	49.0	820.0
698.0	27.0	
699.0	67.0	832.0
700.0	37.0	
701.0	44.0	
702.0	38.0	303.0
703.0	91.0	411.0
704.0	67.0	
705.0	118.0	934.0
706.0	59.0	796.0
707.0	85.0	
708.0	69.0	307.0
709.0	43.0	
710.0	113.0	456.0
711.0	70.0	465.0
712.0	158.0	534.0
713.0	69.0	255.0
714.0	77.0	647.0
715.0	81.0	467.0
716.0	82.0	
717.0	87.0	682.0
718.0	47.0	
719.0	122.0	493.0
720.0	56.0	25.0
721.0	100.0	872.0
722.0	60.0	502.0
723.0	33.0	499.0
724.0	162.0	
725.0	82.0	964.0
726.0	69.0	607.0
727.0	62.0	5.0
728.0	68.0	978.0
729.0	59.0	413.0
730.0	26.0	
731.0	33.0	303.0
732.0	64.0	524.0
733.0	74.0	796.0
734.0	111.0	707.0
735.0	42.0	343.0
736.0	29.0	
737.0	64.0	826.0
738.0	92.0	
739.0	46.0	
740.0	78.0	295.0
741.0	118.0	174.0
742.0	126.0	959.0
743.0	77.0	887.0
744.0	66.0	
745.0	89.0	
746.0	93.0	276.0
747.0	63.0	433.0
748.0	68.0	808.0
749.0	41.0	299.0
750.0	71.0	62.0
751.0	38.0	417.0
752.0	22.0	
753.0	39.0	841.0
754.0	65.0	532.0
755.0	87.0	825.0
756.0	75.0	251.0
757.0	56.0	
758.0	92.0	436.0
759.0	118.0	390.0
760.0	61.0	531.0
761.0	54.0	275.0
762.0	32.0	294.0
763.0	132.0	423.0
764.0	29.0	
765.0	51.0	
766.0	126.0	
767.0	76.0	357.0
768.0	139.0	72.0
769.0	75.0	
770.0	63.0	525.0
771.0	109.0	111.0
772.0	46.0	
773.0	90.0	538.0
774.0	63.0	558.0
775.0	43.0	296.0
776.0	105.0	69.0
777.0	83.0	
778.0	82.0	195.0
779.0	103.0	966.0
780.0	43.0	604.0
781.0	133.0	444.0
782.0	48.0	295.0
783.0	59.0	296.0
784.0	66.0	
785.0	22.0	
786.0	80.0	839.0
787.0	29.0	
788.0	48.0	798.0
789.0	72.0	503.0
790.0	26.0	
791.0	39.0	
792.0	37.0	3.0
793.0	69.0	
794.0	57.0	895.0
795.0	44.0	739.0
796.0	59.0	
797.0	82.0	442.0
798.0	64.0	165.0
799.0	91.0	928.0
800.0	144.0	
801.0	63.0	976.0
802.0	113.0	844.0
803.0	55.0	648.0
804.0	20.0	
805.0	100.0	901.0
806.0	59.0	652.0
807.0	85.0	963.0
808.0	50.0	1.0
809.0	48.0	288.0
810.0	75.0	861.0
811.0	40.0	
812.0	44.0	316.0
813.0	37.0	
814.0	61.0	
815.0	106.0	491.0
816.0	32.0	256.0
817.0	77.0	490.0
818.0	35.0	137.0
819.0	27.0	
820.0	41.0	510.0
821.0	28.0	
822.0	94.0	780.0
823.0	69.0	970.0
824.0	70.0	515.0
825.0	74.0	238.0
826.0	37.0	
827.0	87.0	154.0
828.0	50.0	868.0
829.0	40.0	225.0
830.0	109.0	
831.0	45.0	374.0
832.0	92.0	718.0
833.0	88.0	870.0
834.0	88.0	6.0
835.0	65.0	450.0
836.0	29.0	
837.0	70.0	573.0
838.0	103.0	823.0
839.0	136.0	379.0
840.0	38.0	1.0
841.0	158.0	
842.0	53.0	769.0
843.0	31.0	
844.0	54.0	608.0
845.0	92.0	884.0
846.0	43.0	293.0
847.0	96.0	388.0
848.0	42.0	
849.0	63.0	358.0
850.0	96.0	971.0
851.0	62.0	452.0
852.0	39.0	246.0
853.0	97.0	688.0
854.0	76.0	974.0
855.0	35.0	
856.0	73.0	120.0
857.0	65.0	1000.0
858.0	33.0	
859.0	36.0	
860.0	57.0	793.0
861.0	82.0	435.0
862.0	54.0	229.0
863.0	83.0	477.0
864.0	53.0	31.0
865.0	29.0	
866.0	47.0	
867.0	44.0	1.0
868.0	66.0	373.0
869.0	109.0	847.0
870.0	69.0	283.0
871.0	64.0	13.0
872.0	47.0	
873.0	66.0	484.0
874.0	39.0	
875.0	159.0	422.0
876.0	44.0	
877.0	44.0	500.0
878.0	49.0	120.0
879.0	41.0	14.0
880.0	70.0	453.0
881.0	57.0	634.0
882.0	59.0	124.0
883.0	98.0	345.0
884.0	117.0	129.0
885.0	67.0	132.0
886.0	132.0	28.0
887.0	38.0	767.0
888.0	101.0	332.0
889.0	70.0	
890.0	104.0	880.0
891.0	54.0	279.0
892.0	56.0	199.0
893.0	31.0	
894.0	33.0	
895.0	45.0	298.0
896.0	89.0	517.0
897.0	49.0	174.0
898.0	73.0	845.0
899.0	71.0	340.0
900.0	55.0	138.0
901.0	21.0	
902.0	57.0	783.0
903.0	78.0	719.0
904.0	65.0	227.0
905.0	88.0	430.0
906.0	83.0	402.0
907.0	71.0	106.0
908.0	60.0	349.0
909.0	36.0	
910.0	53.0	16.0
911.0	27.0	
912.0	95.0	
913.0	47.0	365.0
914.0	74.0	884.0
915.0	74.0	
916.0	65.0	331.0
917.0	67.0	343.0
918.0	23.0	252.0
919.0	42.0	
920.0	54.0	43.0
921.0	87.0	95.0
922.0	72.0	449.0
923.0	121.0	420.0
924.0	80.0	240.0
925.0	82.0	839.0
926.0	62.0	794.0
927.0	90.0	188.0
928.0	56.0	506.0
929.0	47.0	137.0
930.0	72.0	421.0
931.0	24.0	299.0
932.0	92.0	105.0
933.0	68.0	947.0
934.0	72.0	907.0
935.0	27.0	
936.0	27.0	315.0
937.0	60.0	849.0
938.0	58.0	883.0
939.0	31.0	
940.0	43.0	737.0
941.0	40.0	
942.0	49.0	522.0
943.0	52.0	159.0
944.0	44.0	
945.0	62.0	730.0
946.0	84.0	716.0
947.0	43.0	910.0
948.0	44.0	123.0
949.0	53.0	981.0
950.0	57.0	
951.0	83.0	
952.0	67.0	497.0
953.0	59.0	677.0
954.0	58.0	662.0
955.0	44.0	383.0
956.0	40.0	416.0
957.0	25.0	
958.0	33.0	436.0
959.0	54.0	819.0
960.0	64.0	605.0
961.0	43.0	2.0
962.0	71.0	329.0
963.0	51.0	313.0
964.0	53.0	335.0
965.0	47.0	289.0
966.0	59.0	893.0
967.0	49.0	306.0
968.0	72.0	
969.0	60.0	81.0
970.0	41.0	370.0
971.0	17.0	
972.0	56.0	950.0
973.0	108.0	969.0
974.0	61.0	2.0
975.0	37.0	340.0
976.0	50.0	870.0
977.0	83.0	508.0
978.0	32.0	303.0
979.0	53.0	13.0
980.0	54.0	405.0
981.0	40.0	538.0
982.0	64.0	590.0
983.0	69.0	180.0
984.0	71.0	980.0
985.0	34.0	500.0
986.0	101.0	38.0
987.0	82.0	832.0
988.0	72.0	
989.0	91.0	900.0
990.0	43.0	314.0
991.0	74.0	345.0
992.0	21.0	
993.0	46.0	808.0
994.0	60.0	310.0
995.0	75.0	913.0
996.0	58.0	992.0
997.0	52.0	
998.0	52.0	899.0
999.0	82.0	518.0
1000.0	39.0	83.0
