10kParcel	vox_count	schaefer18_1kParcel7Net
562.0	110.0	931.0
563.0	50.0	868.0
564.0	108.0	38.0
565.0	88.0	628.0
566.0	125.0	
567.0	106.0	811.0
568.0	69.0	948.0
569.0	90.0	538.0
570.0	37.0	
571.0	39.0	
572.0	146.0	182.0
573.0	83.0	291.0
574.0	69.0	
575.0	36.0	
576.0	119.0	887.0
577.0	61.0	58.0
578.0	111.0	974.0
579.0	69.0	808.0
580.0	103.0	892.0
581.0	47.0	
582.0	71.0	82.0
583.0	98.0	364.0
584.0	35.0	830.0
585.0	122.0	230.0
586.0	42.0	
587.0	64.0	463.0
588.0	190.0	422.0
589.0	94.0	
590.0	63.0	
591.0	80.0	981.0
592.0	97.0	128.0
593.0	144.0	121.0
594.0	40.0	
595.0	48.0	
596.0	148.0	849.0
597.0	77.0	
598.0	79.0	
599.0	101.0	395.0
600.0	64.0	
601.0	60.0	312.0
602.0	128.0	931.0
603.0	76.0	870.0
604.0	131.0	660.0
605.0	94.0	215.0
606.0	159.0	791.0
607.0	92.0	967.0
608.0	121.0	62.0
609.0	49.0	
610.0	65.0	
611.0	54.0	
612.0	115.0	114.0
613.0	56.0	277.0
614.0	81.0	340.0
615.0	73.0	529.0
616.0	48.0	
617.0	124.0	65.0
618.0	26.0	
619.0	52.0	
620.0	121.0	908.0
621.0	105.0	333.0
622.0	21.0	
623.0	48.0	2.0
624.0	62.0	420.0
625.0	198.0	564.0
626.0	86.0	590.0
627.0	81.0	
628.0	64.0	592.0
629.0	45.0	
630.0	206.0	576.0
631.0	76.0	
632.0	50.0	524.0
633.0	112.0	266.0
634.0	96.0	690.0
635.0	44.0	
636.0	135.0	
637.0	36.0	
638.0	48.0	524.0
639.0	117.0	374.0
640.0	91.0	501.0
641.0	97.0	859.0
642.0	88.0	845.0
643.0	52.0	
644.0	73.0	
645.0	123.0	241.0
646.0	146.0	405.0
647.0	59.0	178.0
648.0	138.0	
649.0	107.0	764.0
650.0	39.0	826.0
651.0	80.0	275.0
652.0	56.0	158.0
653.0	29.0	831.0
654.0	80.0	929.0
655.0	44.0	
656.0	109.0	387.0
657.0	49.0	806.0
658.0	82.0	505.0
659.0	25.0	
660.0	68.0	769.0
661.0	75.0	502.0
662.0	43.0	498.0
663.0	131.0	390.0
664.0	83.0	27.0
665.0	81.0	75.0
666.0	61.0	303.0
667.0	149.0	590.0
668.0	61.0	1.0
669.0	124.0	964.0
670.0	121.0	140.0
671.0	104.0	21.0
672.0	113.0	389.0
673.0	56.0	
674.0	46.0	
675.0	112.0	
676.0	90.0	
677.0	103.0	359.0
678.0	93.0	142.0
679.0	91.0	988.0
680.0	107.0	
681.0	36.0	
682.0	128.0	61.0
683.0	87.0	506.0
684.0	65.0	
685.0	61.0	860.0
686.0	105.0	106.0
687.0	69.0	
688.0	49.0	
689.0	36.0	498.0
690.0	55.0	501.0
691.0	87.0	4.0
692.0	44.0	
693.0	112.0	847.0
694.0	70.0	29.0
695.0	69.0	205.0
696.0	142.0	343.0
697.0	38.0	
698.0	101.0	120.0
699.0	123.0	165.0
700.0	94.0	
701.0	90.0	518.0
702.0	78.0	173.0
703.0	94.0	954.0
704.0	64.0	837.0
705.0	52.0	14.0
706.0	91.0	900.0
707.0	133.0	447.0
708.0	94.0	271.0
709.0	45.0	5.0
710.0	110.0	565.0
711.0	78.0	958.0
712.0	46.0	826.0
713.0	70.0	980.0
714.0	116.0	773.0
715.0	68.0	429.0
716.0	74.0	496.0
717.0	97.0	746.0
718.0	95.0	964.0
719.0	78.0	325.0
720.0	35.0	
721.0	42.0	303.0
722.0	197.0	138.0
723.0	145.0	9.0
724.0	51.0	246.0
725.0	83.0	558.0
726.0	49.0	315.0
727.0	97.0	386.0
728.0	30.0	
729.0	128.0	239.0
730.0	49.0	2.0
731.0	29.0	
732.0	94.0	284.0
733.0	30.0	
734.0	45.0	298.0
735.0	76.0	
736.0	199.0	415.0
737.0	74.0	174.0
738.0	75.0	288.0
739.0	34.0	
740.0	67.0	104.0
741.0	43.0	253.0
742.0	76.0	901.0
743.0	57.0	800.0
744.0	95.0	
745.0	135.0	770.0
746.0	30.0	
747.0	90.0	467.0
748.0	68.0	
749.0	112.0	332.0
750.0	35.0	
751.0	98.0	14.0
752.0	131.0	362.0
753.0	39.0	164.0
754.0	89.0	532.0
755.0	68.0	51.0
756.0	77.0	464.0
757.0	79.0	99.0
758.0	120.0	157.0
759.0	28.0	
760.0	99.0	970.0
761.0	76.0	181.0
762.0	72.0	39.0
763.0	37.0	
764.0	70.0	501.0
765.0	117.0	28.0
766.0	125.0	444.0
767.0	38.0	16.0
768.0	54.0	
769.0	51.0	333.0
770.0	89.0	233.0
771.0	31.0	
772.0	82.0	593.0
773.0	96.0	
774.0	95.0	606.0
775.0	57.0	513.0
776.0	83.0	701.0
777.0	57.0	503.0
778.0	94.0	101.0
779.0	83.0	781.0
780.0	30.0	297.0
781.0	49.0	
782.0	49.0	779.0
783.0	78.0	416.0
784.0	51.0	
785.0	83.0	934.0
786.0	31.0	
787.0	40.0	501.0
788.0	45.0	
789.0	98.0	786.0
790.0	67.0	
791.0	30.0	
792.0	75.0	727.0
793.0	96.0	
794.0	36.0	
795.0	81.0	949.0
796.0	162.0	517.0
797.0	29.0	314.0
798.0	50.0	3.0
799.0	22.0	
800.0	83.0	124.0
801.0	89.0	231.0
802.0	87.0	
803.0	75.0	
804.0	65.0	136.0
805.0	144.0	494.0
806.0	135.0	475.0
807.0	54.0	514.0
808.0	89.0	870.0
809.0	81.0	443.0
810.0	44.0	
811.0	95.0	732.0
812.0	93.0	707.0
813.0	68.0	156.0
814.0	104.0	652.0
815.0	93.0	456.0
816.0	63.0	611.0
817.0	52.0	311.0
818.0	84.0	8.0
819.0	121.0	319.0
820.0	199.0	918.0
821.0	44.0	827.0
822.0	53.0	604.0
823.0	57.0	
824.0	42.0	305.0
825.0	43.0	
826.0	37.0	
827.0	33.0	
828.0	89.0	792.0
829.0	62.0	456.0
830.0	59.0	
831.0	29.0	
832.0	90.0	898.0
833.0	81.0	630.0
834.0	40.0	
835.0	69.0	977.0
836.0	34.0	
837.0	97.0	796.0
838.0	40.0	501.0
839.0	69.0	174.0
840.0	35.0	
841.0	70.0	873.0
842.0	36.0	
843.0	90.0	663.0
844.0	58.0	875.0
845.0	51.0	
846.0	81.0	263.0
847.0	98.0	696.0
848.0	93.0	258.0
849.0	44.0	303.0
850.0	39.0	774.0
851.0	76.0	849.0
852.0	34.0	
853.0	67.0	304.0
854.0	68.0	
855.0	88.0	642.0
856.0	28.0	
857.0	82.0	889.0
858.0	87.0	
859.0	46.0	768.0
860.0	46.0	486.0
861.0	63.0	299.0
862.0	36.0	309.0
863.0	81.0	805.0
864.0	69.0	868.0
865.0	94.0	402.0
866.0	23.0	
867.0	59.0	2.0
868.0	38.0	814.0
869.0	30.0	
870.0	38.0	815.0
871.0	38.0	
872.0	76.0	112.0
873.0	24.0	841.0
874.0	40.0	832.0
875.0	45.0	
876.0	64.0	192.0
877.0	38.0	
878.0	119.0	44.0
879.0	79.0	599.0
880.0	82.0	423.0
881.0	96.0	117.0
882.0	57.0	685.0
883.0	68.0	
884.0	161.0	427.0
885.0	73.0	235.0
886.0	35.0	
887.0	45.0	832.0
888.0	59.0	
889.0	63.0	67.0
890.0	47.0	
891.0	86.0	877.0
892.0	85.0	
893.0	40.0	306.0
894.0	67.0	174.0
895.0	26.0	311.0
896.0	77.0	590.0
897.0	55.0	429.0
898.0	64.0	54.0
899.0	112.0	414.0
900.0	57.0	882.0
901.0	90.0	982.0
902.0	48.0	
903.0	36.0	
904.0	83.0	738.0
905.0	67.0	764.0
906.0	87.0	
907.0	65.0	584.0
908.0	41.0	
909.0	102.0	868.0
910.0	52.0	229.0
911.0	53.0	175.0
912.0	189.0	
913.0	62.0	742.0
914.0	55.0	
915.0	61.0	538.0
916.0	75.0	226.0
917.0	38.0	2.0
918.0	93.0	963.0
919.0	26.0	
920.0	50.0	462.0
921.0	99.0	517.0
922.0	106.0	268.0
923.0	124.0	871.0
924.0	69.0	530.0
925.0	60.0	871.0
926.0	31.0	303.0
927.0	52.0	
928.0	59.0	372.0
929.0	59.0	683.0
930.0	42.0	431.0
931.0	65.0	609.0
932.0	40.0	808.0
933.0	70.0	548.0
934.0	48.0	817.0
935.0	94.0	671.0
936.0	58.0	717.0
937.0	77.0	278.0
938.0	34.0	314.0
939.0	79.0	443.0
940.0	31.0	
941.0	90.0	966.0
942.0	75.0	685.0
943.0	44.0	
944.0	45.0	
945.0	42.0	291.0
946.0	47.0	
947.0	59.0	338.0
948.0	67.0	262.0
949.0	60.0	
950.0	32.0	
951.0	105.0	705.0
952.0	64.0	472.0
953.0	82.0	238.0
954.0	64.0	173.0
955.0	19.0	
956.0	81.0	434.0
957.0	54.0	4.0
958.0	66.0	502.0
959.0	34.0	648.0
960.0	80.0	870.0
961.0	37.0	
962.0	107.0	511.0
963.0	93.0	391.0
964.0	110.0	980.0
965.0	35.0	498.0
966.0	85.0	273.0
967.0	128.0	872.0
968.0	22.0	
969.0	27.0	
970.0	56.0	
971.0	75.0	73.0
972.0	30.0	292.0
973.0	35.0	
974.0	23.0	
975.0	81.0	874.0
976.0	57.0	170.0
977.0	84.0	101.0
978.0	38.0	830.0
979.0	86.0	356.0
980.0	57.0	915.0
981.0	38.0	
982.0	62.0	349.0
983.0	114.0	900.0
984.0	52.0	132.0
985.0	61.0	127.0
986.0	65.0	455.0
987.0	88.0	688.0
988.0	113.0	939.0
989.0	30.0	833.0
990.0	61.0	310.0
991.0	92.0	
992.0	43.0	500.0
993.0	30.0	
994.0	63.0	56.0
995.0	30.0	
996.0	72.0	819.0
997.0	97.0	925.0
998.0	35.0	
999.0	44.0	819.0
1000.0	38.0	
