10kParcel	vox_count	schaefer18_1kParcel7Net
135.0	167.0	457.0
136.0	136.0	158.0
137.0	162.0	976.0
138.0	224.0	
139.0	78.0	498.0
140.0	172.0	970.0
141.0	154.0	145.0
142.0	36.0	
143.0	128.0	73.0
144.0	216.0	432.0
145.0	150.0	485.0
146.0	175.0	70.0
147.0	189.0	758.0
148.0	160.0	810.0
149.0	91.0	736.0
150.0	129.0	43.0
151.0	135.0	454.0
152.0	258.0	436.0
153.0	160.0	77.0
154.0	55.0	
155.0	136.0	68.0
156.0	207.0	363.0
157.0	115.0	
158.0	132.0	
159.0	210.0	967.0
160.0	177.0	396.0
161.0	168.0	238.0
162.0	136.0	309.0
163.0	108.0	23.0
164.0	161.0	636.0
165.0	41.0	841.0
166.0	89.0	830.0
167.0	276.0	900.0
168.0	150.0	
169.0	106.0	719.0
170.0	66.0	
171.0	125.0	737.0
172.0	76.0	
173.0	114.0	
174.0	149.0	849.0
175.0	122.0	395.0
176.0	47.0	
177.0	57.0	
178.0	119.0	950.0
179.0	58.0	819.0
180.0	66.0	
181.0	155.0	456.0
182.0	61.0	2.0
183.0	116.0	706.0
184.0	74.0	20.0
185.0	159.0	952.0
186.0	140.0	531.0
187.0	175.0	540.0
188.0	122.0	792.0
189.0	157.0	251.0
190.0	56.0	
191.0	121.0	
192.0	173.0	340.0
193.0	91.0	510.0
194.0	164.0	121.0
195.0	156.0	688.0
196.0	230.0	53.0
197.0	140.0	770.0
198.0	45.0	
199.0	141.0	715.0
200.0	173.0	931.0
201.0	187.0	551.0
202.0	118.0	564.0
203.0	126.0	453.0
204.0	73.0	840.0
205.0	103.0	544.0
206.0	115.0	498.0
207.0	215.0	
208.0	91.0	582.0
209.0	171.0	389.0
210.0	74.0	1.0
211.0	103.0	60.0
212.0	125.0	907.0
213.0	151.0	604.0
214.0	146.0	54.0
215.0	167.0	960.0
216.0	201.0	935.0
217.0	175.0	89.0
218.0	155.0	210.0
219.0	68.0	
220.0	42.0	
221.0	172.0	727.0
222.0	147.0	151.0
223.0	54.0	
224.0	157.0	689.0
225.0	98.0	500.0
226.0	96.0	
227.0	66.0	
228.0	74.0	
229.0	229.0	957.0
230.0	194.0	
231.0	73.0	823.0
232.0	204.0	847.0
233.0	127.0	658.0
234.0	77.0	812.0
235.0	127.0	143.0
236.0	165.0	946.0
237.0	145.0	978.0
238.0	219.0	923.0
239.0	154.0	990.0
240.0	130.0	124.0
241.0	233.0	437.0
242.0	67.0	3.0
243.0	109.0	514.0
244.0	74.0	981.0
245.0	141.0	219.0
246.0	124.0	832.0
247.0	133.0	931.0
248.0	29.0	
249.0	95.0	
250.0	67.0	
251.0	197.0	617.0
252.0	89.0	4.0
253.0	152.0	473.0
254.0	252.0	212.0
255.0	74.0	
256.0	147.0	878.0
257.0	55.0	
258.0	49.0	
259.0	86.0	816.0
260.0	42.0	
261.0	62.0	
262.0	219.0	
263.0	172.0	435.0
264.0	44.0	814.0
265.0	94.0	
266.0	227.0	579.0
267.0	96.0	149.0
268.0	205.0	343.0
269.0	163.0	244.0
270.0	144.0	607.0
271.0	162.0	49.0
272.0	170.0	449.0
273.0	80.0	313.0
274.0	59.0	515.0
275.0	194.0	331.0
276.0	140.0	642.0
277.0	102.0	
278.0	58.0	294.0
279.0	91.0	173.0
280.0	76.0	
281.0	84.0	312.0
282.0	73.0	13.0
283.0	106.0	964.0
284.0	40.0	246.0
285.0	94.0	116.0
286.0	99.0	271.0
287.0	139.0	62.0
288.0	62.0	253.0
289.0	145.0	29.0
290.0	65.0	
291.0	65.0	22.0
292.0	123.0	261.0
293.0	279.0	
294.0	176.0	526.0
295.0	137.0	472.0
296.0	43.0	
297.0	126.0	
298.0	98.0	663.0
299.0	136.0	615.0
300.0	303.0	
301.0	133.0	115.0
302.0	72.0	830.0
303.0	165.0	659.0
304.0	102.0	
305.0	127.0	402.0
306.0	114.0	754.0
307.0	189.0	422.0
308.0	55.0	
309.0	208.0	696.0
310.0	97.0	796.0
311.0	106.0	662.0
312.0	89.0	2.0
313.0	119.0	456.0
314.0	64.0	947.0
315.0	111.0	776.0
316.0	93.0	309.0
317.0	121.0	2.0
318.0	94.0	
319.0	41.0	
320.0	127.0	891.0
321.0	78.0	300.0
322.0	121.0	608.0
323.0	65.0	
324.0	76.0	626.0
325.0	73.0	
326.0	91.0	
327.0	156.0	395.0
328.0	98.0	
329.0	56.0	814.0
330.0	193.0	709.0
331.0	103.0	146.0
332.0	117.0	272.0
333.0	42.0	769.0
334.0	164.0	462.0
335.0	49.0	
336.0	108.0	605.0
337.0	126.0	26.0
338.0	68.0	316.0
339.0	108.0	829.0
340.0	139.0	980.0
341.0	38.0	
342.0	127.0	464.0
343.0	85.0	816.0
344.0	154.0	868.0
345.0	140.0	252.0
346.0	39.0	819.0
347.0	112.0	465.0
348.0	33.0	
349.0	144.0	745.0
350.0	94.0	38.0
351.0	62.0	
352.0	46.0	
353.0	54.0	
354.0	133.0	200.0
355.0	43.0	
356.0	134.0	14.0
357.0	104.0	933.0
358.0	50.0	
359.0	54.0	316.0
360.0	106.0	508.0
361.0	99.0	690.0
362.0	57.0	840.0
363.0	94.0	982.0
364.0	78.0	
365.0	73.0	633.0
366.0	51.0	
367.0	137.0	977.0
368.0	118.0	519.0
369.0	63.0	503.0
370.0	95.0	756.0
371.0	111.0	351.0
372.0	135.0	420.0
373.0	106.0	929.0
374.0	77.0	481.0
375.0	86.0	561.0
376.0	84.0	423.0
377.0	162.0	187.0
378.0	253.0	895.0
379.0	116.0	429.0
380.0	153.0	461.0
381.0	91.0	864.0
382.0	98.0	253.0
383.0	51.0	
384.0	117.0	778.0
385.0	79.0	502.0
386.0	48.0	
387.0	109.0	293.0
388.0	202.0	24.0
389.0	44.0	486.0
390.0	77.0	
391.0	52.0	522.0
392.0	223.0	974.0
393.0	160.0	921.0
394.0	116.0	
395.0	100.0	
396.0	125.0	11.0
397.0	77.0	
398.0	62.0	4.0
399.0	103.0	527.0
400.0	182.0	986.0
401.0	151.0	922.0
402.0	76.0	
403.0	41.0	
404.0	124.0	79.0
405.0	81.0	796.0
406.0	82.0	536.0
407.0	156.0	398.0
408.0	41.0	486.0
409.0	181.0	188.0
410.0	51.0	
411.0	81.0	66.0
412.0	81.0	609.0
413.0	78.0	
414.0	251.0	
415.0	53.0	
416.0	110.0	418.0
417.0	129.0	270.0
418.0	43.0	
419.0	84.0	839.0
420.0	131.0	
421.0	143.0	413.0
422.0	94.0	
423.0	70.0	132.0
424.0	168.0	165.0
425.0	65.0	241.0
426.0	174.0	721.0
427.0	47.0	
428.0	104.0	895.0
429.0	58.0	290.0
430.0	104.0	
431.0	126.0	353.0
432.0	41.0	815.0
433.0	166.0	874.0
434.0	119.0	263.0
435.0	122.0	427.0
436.0	194.0	538.0
437.0	111.0	965.0
438.0	116.0	106.0
439.0	43.0	
440.0	80.0	
441.0	65.0	
442.0	44.0	
443.0	76.0	233.0
444.0	72.0	
445.0	197.0	381.0
446.0	36.0	291.0
447.0	83.0	1.0
448.0	53.0	
449.0	51.0	499.0
450.0	105.0	
451.0	56.0	513.0
452.0	93.0	
453.0	89.0	606.0
454.0	110.0	909.0
455.0	223.0	
456.0	36.0	
457.0	95.0	304.0
458.0	88.0	882.0
459.0	71.0	25.0
460.0	174.0	7.0
461.0	71.0	
462.0	192.0	
463.0	107.0	
464.0	90.0	808.0
465.0	155.0	
466.0	106.0	348.0
467.0	191.0	401.0
468.0	42.0	
469.0	82.0	502.0
470.0	111.0	831.0
471.0	136.0	426.0
472.0	110.0	507.0
473.0	147.0	788.0
474.0	111.0	
475.0	132.0	
476.0	126.0	561.0
477.0	51.0	
478.0	41.0	
479.0	62.0	4.0
480.0	69.0	
481.0	47.0	
482.0	115.0	208.0
483.0	77.0	931.0
484.0	100.0	102.0
485.0	98.0	661.0
486.0	77.0	
487.0	55.0	487.0
488.0	73.0	
489.0	147.0	358.0
490.0	51.0	
491.0	128.0	773.0
492.0	42.0	513.0
493.0	41.0	
494.0	121.0	225.0
495.0	60.0	314.0
496.0	47.0	
497.0	97.0	571.0
498.0	102.0	27.0
499.0	90.0	44.0
500.0	118.0	590.0
501.0	64.0	
502.0	25.0	
503.0	50.0	369.0
504.0	102.0	189.0
505.0	57.0	
506.0	83.0	683.0
507.0	76.0	
508.0	70.0	109.0
509.0	85.0	499.0
510.0	191.0	913.0
511.0	38.0	
512.0	81.0	87.0
513.0	97.0	240.0
514.0	42.0	
515.0	100.0	311.0
516.0	161.0	962.0
517.0	68.0	
518.0	88.0	157.0
519.0	203.0	338.0
520.0	134.0	862.0
521.0	23.0	
522.0	103.0	584.0
523.0	127.0	392.0
524.0	133.0	12.0
525.0	87.0	
526.0	289.0	
527.0	86.0	358.0
528.0	114.0	718.0
529.0	60.0	
530.0	66.0	618.0
531.0	114.0	886.0
532.0	115.0	236.0
533.0	32.0	
534.0	126.0	924.0
535.0	82.0	531.0
536.0	49.0	829.0
537.0	29.0	837.0
538.0	115.0	666.0
539.0	104.0	547.0
540.0	24.0	823.0
541.0	92.0	
542.0	66.0	
543.0	100.0	535.0
544.0	73.0	359.0
545.0	170.0	177.0
546.0	121.0	266.0
547.0	73.0	436.0
548.0	110.0	144.0
549.0	95.0	952.0
550.0	40.0	
551.0	90.0	768.0
552.0	173.0	995.0
553.0	58.0	503.0
554.0	51.0	
555.0	65.0	
556.0	89.0	673.0
557.0	103.0	
558.0	68.0	296.0
559.0	39.0	
560.0	89.0	16.0
561.0	110.0	
562.0	57.0	
563.0	53.0	280.0
564.0	89.0	
565.0	91.0	788.0
566.0	51.0	501.0
567.0	172.0	268.0
568.0	63.0	
569.0	109.0	892.0
570.0	42.0	
571.0	65.0	273.0
572.0	169.0	6.0
573.0	113.0	870.0
574.0	64.0	509.0
575.0	113.0	443.0
576.0	79.0	817.0
577.0	53.0	
578.0	102.0	
579.0	52.0	
580.0	130.0	700.0
581.0	92.0	
582.0	54.0	22.0
583.0	139.0	
584.0	118.0	47.0
585.0	110.0	226.0
586.0	69.0	523.0
587.0	143.0	690.0
588.0	173.0	354.0
589.0	77.0	101.0
590.0	41.0	
591.0	72.0	877.0
592.0	75.0	359.0
593.0	102.0	732.0
594.0	112.0	
595.0	111.0	955.0
596.0	37.0	
597.0	98.0	399.0
598.0	66.0	282.0
599.0	86.0	202.0
600.0	62.0	828.0
601.0	79.0	667.0
602.0	40.0	
603.0	180.0	425.0
604.0	76.0	295.0
605.0	165.0	318.0
606.0	102.0	912.0
607.0	209.0	402.0
608.0	196.0	835.0
609.0	130.0	117.0
610.0	167.0	566.0
611.0	84.0	422.0
612.0	59.0	
613.0	152.0	511.0
614.0	114.0	738.0
615.0	67.0	128.0
616.0	85.0	268.0
617.0	90.0	701.0
618.0	37.0	
619.0	186.0	409.0
620.0	78.0	470.0
621.0	67.0	866.0
622.0	128.0	929.0
623.0	212.0	844.0
624.0	54.0	
625.0	49.0	297.0
626.0	126.0	352.0
627.0	84.0	808.0
628.0	65.0	632.0
629.0	140.0	963.0
630.0	62.0	
631.0	46.0	32.0
632.0	142.0	147.0
633.0	46.0	
634.0	133.0	176.0
635.0	78.0	138.0
636.0	60.0	
637.0	55.0	25.0
638.0	84.0	269.0
639.0	42.0	294.0
640.0	103.0	129.0
641.0	99.0	740.0
642.0	157.0	84.0
643.0	73.0	82.0
644.0	103.0	791.0
645.0	66.0	647.0
646.0	44.0	
647.0	46.0	
648.0	84.0	92.0
649.0	41.0	
650.0	58.0	311.0
651.0	96.0	419.0
652.0	68.0	501.0
653.0	85.0	111.0
654.0	89.0	638.0
655.0	65.0	515.0
656.0	75.0	
657.0	48.0	307.0
658.0	42.0	
659.0	60.0	
660.0	59.0	500.0
661.0	137.0	351.0
662.0	94.0	450.0
663.0	111.0	335.0
664.0	128.0	759.0
665.0	88.0	492.0
666.0	37.0	
667.0	149.0	825.0
668.0	115.0	855.0
669.0	78.0	305.0
670.0	92.0	123.0
671.0	106.0	834.0
672.0	91.0	
673.0	66.0	502.0
674.0	70.0	953.0
675.0	40.0	
676.0	83.0	8.0
677.0	119.0	575.0
678.0	134.0	201.0
679.0	73.0	276.0
680.0	30.0	
681.0	139.0	28.0
682.0	99.0	637.0
683.0	46.0	299.0
684.0	32.0	
685.0	44.0	1.0
686.0	83.0	956.0
687.0	56.0	291.0
688.0	106.0	174.0
689.0	269.0	890.0
690.0	31.0	
691.0	34.0	
692.0	147.0	690.0
693.0	42.0	41.0
694.0	95.0	220.0
695.0	108.0	792.0
696.0	60.0	
697.0	32.0	
698.0	36.0	306.0
699.0	62.0	
700.0	43.0	416.0
701.0	231.0	964.0
702.0	169.0	62.0
703.0	49.0	
704.0	90.0	599.0
705.0	73.0	167.0
706.0	107.0	223.0
707.0	64.0	248.0
708.0	55.0	173.0
709.0	71.0	
710.0	74.0	545.0
711.0	43.0	658.0
712.0	180.0	576.0
713.0	102.0	751.0
714.0	61.0	937.0
715.0	61.0	
716.0	166.0	517.0
717.0	111.0	419.0
718.0	93.0	212.0
719.0	73.0	
720.0	128.0	168.0
721.0	82.0	835.0
722.0	68.0	311.0
723.0	106.0	764.0
724.0	55.0	
725.0	111.0	851.0
726.0	86.0	
727.0	88.0	785.0
728.0	37.0	
729.0	103.0	943.0
730.0	72.0	676.0
731.0	113.0	
732.0	175.0	
733.0	106.0	925.0
734.0	70.0	812.0
735.0	82.0	286.0
736.0	82.0	310.0
737.0	69.0	154.0
738.0	120.0	882.0
739.0	95.0	872.0
740.0	90.0	544.0
741.0	132.0	
742.0	66.0	
743.0	116.0	
744.0	90.0	448.0
745.0	135.0	929.0
746.0	117.0	193.0
747.0	65.0	227.0
748.0	109.0	251.0
749.0	26.0	
750.0	291.0	303.0
751.0	53.0	
752.0	67.0	669.0
753.0	40.0	486.0
754.0	97.0	599.0
755.0	49.0	31.0
756.0	45.0	819.0
757.0	34.0	306.0
758.0	101.0	550.0
759.0	62.0	123.0
760.0	46.0	253.0
761.0	72.0	729.0
762.0	61.0	147.0
763.0	143.0	304.0
764.0	54.0	
765.0	132.0	411.0
766.0	31.0	
767.0	36.0	841.0
768.0	34.0	840.0
769.0	119.0	11.0
770.0	56.0	
771.0	39.0	
772.0	41.0	
773.0	35.0	
774.0	79.0	346.0
775.0	86.0	246.0
776.0	39.0	
777.0	166.0	545.0
778.0	50.0	112.0
779.0	43.0	
780.0	69.0	
781.0	78.0	171.0
782.0	66.0	
783.0	159.0	744.0
784.0	60.0	113.0
785.0	105.0	512.0
786.0	80.0	786.0
787.0	165.0	342.0
788.0	106.0	235.0
789.0	74.0	321.0
790.0	128.0	137.0
791.0	81.0	963.0
792.0	68.0	6.0
793.0	53.0	271.0
794.0	71.0	2.0
795.0	58.0	19.0
796.0	55.0	
797.0	72.0	
798.0	137.0	876.0
799.0	60.0	800.0
800.0	94.0	30.0
801.0	264.0	
802.0	155.0	882.0
803.0	58.0	
804.0	108.0	114.0
805.0	86.0	264.0
806.0	136.0	226.0
807.0	99.0	824.0
808.0	63.0	501.0
809.0	61.0	
810.0	97.0	524.0
811.0	52.0	756.0
812.0	170.0	394.0
813.0	79.0	339.0
814.0	24.0	
815.0	181.0	583.0
816.0	104.0	217.0
817.0	55.0	256.0
818.0	60.0	776.0
819.0	38.0	297.0
820.0	62.0	420.0
821.0	85.0	
822.0	54.0	225.0
823.0	73.0	764.0
824.0	55.0	
825.0	69.0	713.0
826.0	26.0	
827.0	38.0	
828.0	68.0	17.0
829.0	45.0	
830.0	145.0	989.0
831.0	168.0	590.0
832.0	42.0	
833.0	88.0	963.0
834.0	146.0	973.0
835.0	42.0	
836.0	77.0	657.0
837.0	40.0	830.0
838.0	84.0	431.0
839.0	132.0	
840.0	42.0	813.0
841.0	93.0	394.0
842.0	96.0	578.0
843.0	112.0	739.0
844.0	30.0	819.0
845.0	41.0	293.0
846.0	84.0	199.0
847.0	75.0	
848.0	56.0	283.0
849.0	20.0	
850.0	52.0	
851.0	73.0	534.0
852.0	58.0	
853.0	179.0	730.0
854.0	53.0	992.0
855.0	144.0	361.0
856.0	78.0	440.0
857.0	35.0	
858.0	38.0	813.0
859.0	28.0	
860.0	40.0	
861.0	90.0	930.0
862.0	48.0	38.0
863.0	67.0	458.0
864.0	88.0	118.0
865.0	46.0	
866.0	45.0	279.0
867.0	60.0	817.0
868.0	79.0	
869.0	62.0	687.0
870.0	92.0	732.0
871.0	155.0	594.0
872.0	37.0	513.0
873.0	76.0	877.0
874.0	77.0	419.0
875.0	78.0	864.0
876.0	75.0	227.0
877.0	81.0	645.0
878.0	123.0	362.0
879.0	117.0	310.0
880.0	100.0	905.0
881.0	27.0	
882.0	30.0	500.0
883.0	75.0	
884.0	78.0	873.0
885.0	71.0	117.0
886.0	24.0	
887.0	156.0	497.0
888.0	42.0	
889.0	51.0	
890.0	24.0	246.0
891.0	69.0	447.0
892.0	245.0	593.0
893.0	113.0	404.0
894.0	75.0	828.0
895.0	24.0	
896.0	58.0	229.0
897.0	80.0	700.0
898.0	121.0	39.0
899.0	77.0	2.0
900.0	110.0	509.0
901.0	46.0	
902.0	105.0	529.0
903.0	54.0	643.0
904.0	53.0	
905.0	69.0	691.0
906.0	47.0	793.0
907.0	44.0	
908.0	35.0	
909.0	34.0	
910.0	41.0	246.0
911.0	88.0	23.0
912.0	65.0	898.0
913.0	129.0	336.0
914.0	42.0	25.0
915.0	104.0	388.0
916.0	58.0	51.0
917.0	32.0	
918.0	48.0	221.0
919.0	104.0	918.0
920.0	63.0	
921.0	70.0	8.0
922.0	33.0	817.0
923.0	99.0	243.0
924.0	55.0	173.0
925.0	16.0	
926.0	35.0	501.0
927.0	31.0	819.0
928.0	54.0	802.0
929.0	76.0	374.0
930.0	47.0	994.0
931.0	42.0	756.0
932.0	65.0	175.0
933.0	56.0	504.0
934.0	36.0	907.0
935.0	26.0	
936.0	54.0	41.0
937.0	68.0	667.0
938.0	51.0	264.0
939.0	151.0	74.0
940.0	73.0	207.0
941.0	51.0	298.0
942.0	91.0	727.0
943.0	80.0	93.0
944.0	58.0	524.0
945.0	33.0	
946.0	99.0	140.0
947.0	28.0	
948.0	104.0	381.0
949.0	119.0	448.0
950.0	88.0	888.0
951.0	25.0	
952.0	38.0	
953.0	84.0	564.0
954.0	188.0	
955.0	90.0	422.0
956.0	98.0	12.0
957.0	77.0	279.0
958.0	136.0	870.0
959.0	94.0	660.0
960.0	43.0	
961.0	96.0	330.0
962.0	95.0	
963.0	42.0	220.0
964.0	55.0	356.0
965.0	93.0	590.0
966.0	48.0	738.0
967.0	44.0	804.0
968.0	24.0	
969.0	67.0	138.0
970.0	62.0	671.0
971.0	29.0	
972.0	38.0	277.0
973.0	67.0	821.0
974.0	51.0	
975.0	27.0	
976.0	42.0	523.0
977.0	47.0	518.0
978.0	91.0	940.0
979.0	69.0	8.0
980.0	32.0	
981.0	108.0	867.0
982.0	50.0	
983.0	82.0	423.0
984.0	73.0	255.0
985.0	89.0	428.0
986.0	33.0	837.0
987.0	63.0	461.0
988.0	41.0	
989.0	43.0	
990.0	68.0	744.0
991.0	49.0	288.0
992.0	83.0	763.0
993.0	58.0	272.0
994.0	53.0	501.0
995.0	38.0	
996.0	100.0	969.0
997.0	70.0	966.0
998.0	50.0	811.0
999.0	59.0	
1000.0	43.0	894.0
