10kParcel	vox_count	schaefer18_1kParcel7Net
227.0	168.0	213.0
228.0	202.0	
229.0	121.0	907.0
230.0	53.0	
231.0	190.0	47.0
232.0	78.0	
233.0	51.0	839.0
234.0	132.0	8.0
235.0	122.0	978.0
236.0	85.0	837.0
237.0	66.0	252.0
238.0	120.0	751.0
239.0	171.0	399.0
240.0	177.0	222.0
241.0	51.0	
242.0	126.0	981.0
243.0	78.0	
244.0	26.0	
245.0	128.0	892.0
246.0	161.0	379.0
247.0	127.0	
248.0	401.0	138.0
249.0	99.0	256.0
250.0	86.0	276.0
251.0	38.0	
252.0	71.0	769.0
253.0	159.0	578.0
254.0	112.0	932.0
255.0	135.0	238.0
256.0	93.0	429.0
257.0	238.0	735.0
258.0	118.0	427.0
259.0	137.0	210.0
260.0	93.0	116.0
261.0	115.0	783.0
262.0	203.0	695.0
263.0	85.0	101.0
264.0	84.0	241.0
265.0	57.0	308.0
266.0	263.0	551.0
267.0	57.0	
268.0	114.0	866.0
269.0	73.0	
270.0	36.0	
271.0	137.0	954.0
272.0	58.0	
273.0	117.0	356.0
274.0	74.0	823.0
275.0	176.0	688.0
276.0	49.0	
277.0	96.0	685.0
278.0	218.0	534.0
279.0	42.0	314.0
280.0	63.0	2.0
281.0	109.0	879.0
282.0	100.0	951.0
283.0	66.0	3.0
284.0	71.0	840.0
285.0	168.0	268.0
286.0	90.0	19.0
287.0	133.0	935.0
288.0	108.0	356.0
289.0	105.0	899.0
290.0	88.0	26.0
291.0	87.0	872.0
292.0	216.0	970.0
293.0	123.0	828.0
294.0	48.0	
295.0	95.0	173.0
296.0	130.0	288.0
297.0	116.0	408.0
298.0	157.0	943.0
299.0	292.0	635.0
300.0	133.0	397.0
301.0	79.0	502.0
302.0	27.0	
303.0	103.0	773.0
304.0	113.0	446.0
305.0	41.0	
306.0	55.0	
307.0	91.0	90.0
308.0	52.0	
309.0	40.0	776.0
310.0	64.0	315.0
311.0	126.0	224.0
312.0	147.0	413.0
313.0	73.0	299.0
314.0	62.0	
315.0	103.0	
316.0	62.0	13.0
317.0	93.0	378.0
318.0	143.0	343.0
319.0	35.0	20.0
320.0	71.0	
321.0	111.0	544.0
322.0	78.0	396.0
323.0	73.0	496.0
324.0	137.0	709.0
325.0	115.0	143.0
326.0	153.0	687.0
327.0	47.0	
328.0	116.0	458.0
329.0	170.0	790.0
330.0	38.0	
331.0	143.0	506.0
332.0	74.0	814.0
333.0	133.0	566.0
334.0	71.0	11.0
335.0	69.0	
336.0	237.0	435.0
337.0	84.0	313.0
338.0	121.0	623.0
339.0	43.0	
340.0	65.0	
341.0	148.0	574.0
342.0	44.0	
343.0	166.0	449.0
344.0	83.0	275.0
345.0	126.0	723.0
346.0	107.0	
347.0	105.0	
348.0	76.0	223.0
349.0	112.0	799.0
350.0	80.0	359.0
351.0	146.0	89.0
352.0	129.0	889.0
353.0	128.0	722.0
354.0	95.0	70.0
355.0	188.0	720.0
356.0	84.0	934.0
357.0	91.0	457.0
358.0	30.0	
359.0	103.0	855.0
360.0	123.0	14.0
361.0	142.0	538.0
362.0	98.0	
363.0	118.0	667.0
364.0	131.0	109.0
365.0	96.0	658.0
366.0	51.0	
367.0	147.0	62.0
368.0	102.0	544.0
369.0	36.0	
370.0	173.0	335.0
371.0	113.0	420.0
372.0	130.0	398.0
373.0	32.0	813.0
374.0	153.0	436.0
375.0	108.0	849.0
376.0	78.0	589.0
377.0	121.0	804.0
378.0	110.0	575.0
379.0	105.0	
380.0	108.0	892.0
381.0	31.0	
382.0	150.0	361.0
383.0	86.0	56.0
384.0	42.0	819.0
385.0	69.0	500.0
386.0	120.0	123.0
387.0	133.0	56.0
388.0	181.0	120.0
389.0	133.0	183.0
390.0	138.0	901.0
391.0	101.0	311.0
392.0	153.0	336.0
393.0	126.0	12.0
394.0	40.0	
395.0	87.0	227.0
396.0	28.0	
397.0	78.0	251.0
398.0	58.0	492.0
399.0	139.0	165.0
400.0	197.0	345.0
401.0	57.0	
402.0	200.0	763.0
403.0	71.0	606.0
404.0	110.0	
405.0	66.0	92.0
406.0	167.0	
407.0	101.0	730.0
408.0	95.0	
409.0	224.0	28.0
410.0	127.0	802.0
411.0	74.0	299.0
412.0	162.0	573.0
413.0	103.0	294.0
414.0	96.0	590.0
415.0	89.0	845.0
416.0	85.0	
417.0	65.0	23.0
418.0	45.0	253.0
419.0	67.0	505.0
420.0	76.0	880.0
421.0	55.0	
422.0	150.0	922.0
423.0	82.0	502.0
424.0	54.0	839.0
425.0	58.0	303.0
426.0	83.0	499.0
427.0	47.0	
428.0	112.0	333.0
429.0	85.0	835.0
430.0	66.0	830.0
431.0	192.0	824.0
432.0	111.0	269.0
433.0	81.0	437.0
434.0	152.0	976.0
435.0	63.0	106.0
436.0	80.0	
437.0	63.0	
438.0	133.0	361.0
439.0	127.0	243.0
440.0	196.0	676.0
441.0	41.0	
442.0	147.0	15.0
443.0	111.0	4.0
444.0	91.0	933.0
445.0	116.0	298.0
446.0	117.0	647.0
447.0	49.0	819.0
448.0	54.0	837.0
449.0	28.0	
450.0	85.0	38.0
451.0	36.0	
452.0	162.0	144.0
453.0	48.0	
454.0	166.0	713.0
455.0	37.0	135.0
456.0	88.0	830.0
457.0	57.0	
458.0	165.0	318.0
459.0	75.0	
460.0	112.0	816.0
461.0	102.0	
462.0	103.0	313.0
463.0	120.0	509.0
464.0	62.0	
465.0	73.0	
466.0	145.0	887.0
467.0	88.0	800.0
468.0	208.0	
469.0	121.0	354.0
470.0	75.0	761.0
471.0	51.0	
472.0	162.0	171.0
473.0	92.0	964.0
474.0	71.0	812.0
475.0	52.0	
476.0	58.0	260.0
477.0	170.0	662.0
478.0	144.0	338.0
479.0	57.0	
480.0	69.0	25.0
481.0	132.0	208.0
482.0	71.0	947.0
483.0	120.0	862.0
484.0	69.0	682.0
485.0	107.0	789.0
486.0	148.0	590.0
487.0	41.0	
488.0	150.0	156.0
489.0	134.0	578.0
490.0	73.0	124.0
491.0	109.0	
492.0	110.0	984.0
493.0	98.0	
494.0	77.0	271.0
495.0	85.0	930.0
496.0	71.0	292.0
497.0	132.0	489.0
498.0	62.0	
499.0	38.0	
500.0	175.0	346.0
501.0	181.0	902.0
502.0	81.0	501.0
503.0	82.0	309.0
504.0	118.0	323.0
505.0	73.0	
506.0	106.0	988.0
507.0	148.0	605.0
508.0	62.0	
509.0	78.0	784.0
510.0	22.0	
511.0	71.0	
512.0	38.0	
513.0	45.0	793.0
514.0	141.0	
515.0	80.0	992.0
516.0	184.0	422.0
517.0	58.0	819.0
518.0	31.0	
519.0	74.0	
520.0	133.0	212.0
521.0	62.0	5.0
522.0	129.0	514.0
523.0	90.0	513.0
524.0	109.0	806.0
525.0	98.0	842.0
526.0	48.0	317.0
527.0	53.0	498.0
528.0	33.0	
529.0	137.0	342.0
530.0	93.0	950.0
531.0	101.0	16.0
532.0	77.0	
533.0	96.0	443.0
534.0	147.0	
535.0	66.0	420.0
536.0	46.0	
537.0	110.0	775.0
538.0	111.0	266.0
539.0	82.0	776.0
540.0	100.0	931.0
541.0	89.0	740.0
542.0	47.0	498.0
543.0	138.0	178.0
544.0	99.0	531.0
545.0	182.0	330.0
546.0	96.0	176.0
547.0	130.0	561.0
548.0	85.0	895.0
549.0	178.0	700.0
550.0	60.0	507.0
551.0	51.0	767.0
552.0	96.0	774.0
553.0	102.0	940.0
554.0	32.0	
555.0	88.0	271.0
556.0	110.0	351.0
557.0	52.0	31.0
558.0	127.0	388.0
559.0	49.0	309.0
560.0	39.0	
561.0	73.0	877.0
562.0	57.0	
563.0	74.0	
564.0	130.0	808.0
565.0	31.0	
566.0	156.0	825.0
567.0	141.0	17.0
568.0	87.0	868.0
569.0	170.0	67.0
570.0	160.0	925.0
571.0	182.0	200.0
572.0	97.0	
573.0	73.0	
574.0	107.0	919.0
575.0	177.0	652.0
576.0	62.0	570.0
577.0	33.0	
578.0	88.0	
579.0	78.0	447.0
580.0	38.0	
581.0	51.0	314.0
582.0	125.0	464.0
583.0	99.0	771.0
584.0	93.0	
585.0	107.0	594.0
586.0	92.0	515.0
587.0	108.0	867.0
588.0	99.0	456.0
589.0	44.0	837.0
590.0	67.0	246.0
591.0	88.0	223.0
592.0	76.0	927.0
593.0	84.0	181.0
594.0	78.0	8.0
595.0	103.0	733.0
596.0	131.0	140.0
597.0	71.0	
598.0	130.0	
599.0	46.0	292.0
600.0	179.0	997.0
601.0	69.0	
602.0	94.0	61.0
603.0	47.0	
604.0	78.0	590.0
605.0	78.0	1.0
606.0	49.0	
607.0	50.0	502.0
608.0	89.0	795.0
609.0	165.0	944.0
610.0	90.0	108.0
611.0	113.0	911.0
612.0	55.0	87.0
613.0	97.0	105.0
614.0	24.0	
615.0	82.0	
616.0	88.0	
617.0	97.0	207.0
618.0	70.0	990.0
619.0	125.0	963.0
620.0	101.0	890.0
621.0	99.0	257.0
622.0	84.0	273.0
623.0	35.0	
624.0	119.0	718.0
625.0	46.0	531.0
626.0	95.0	467.0
627.0	186.0	848.0
628.0	44.0	
629.0	30.0	
630.0	74.0	222.0
631.0	111.0	419.0
632.0	84.0	295.0
633.0	83.0	
634.0	86.0	749.0
635.0	31.0	
636.0	63.0	341.0
637.0	119.0	758.0
638.0	112.0	114.0
639.0	97.0	886.0
640.0	143.0	576.0
641.0	46.0	830.0
642.0	90.0	207.0
643.0	46.0	
644.0	63.0	936.0
645.0	139.0	462.0
646.0	34.0	297.0
647.0	68.0	510.0
648.0	102.0	607.0
649.0	53.0	
650.0	156.0	54.0
651.0	47.0	
652.0	56.0	501.0
653.0	116.0	343.0
654.0	112.0	617.0
655.0	38.0	
656.0	119.0	524.0
657.0	123.0	516.0
658.0	108.0	690.0
659.0	46.0	98.0
660.0	82.0	178.0
661.0	29.0	
662.0	97.0	687.0
663.0	97.0	27.0
664.0	51.0	263.0
665.0	53.0	
666.0	62.0	
667.0	34.0	
668.0	93.0	
669.0	47.0	416.0
670.0	77.0	501.0
671.0	187.0	72.0
672.0	56.0	315.0
673.0	80.0	24.0
674.0	65.0	518.0
675.0	44.0	309.0
676.0	26.0	
677.0	61.0	
678.0	124.0	737.0
679.0	46.0	841.0
680.0	103.0	235.0
681.0	117.0	435.0
682.0	66.0	486.0
683.0	100.0	399.0
684.0	113.0	700.0
685.0	48.0	306.0
686.0	82.0	978.0
687.0	163.0	
688.0	180.0	656.0
689.0	156.0	185.0
690.0	121.0	995.0
691.0	57.0	860.0
692.0	31.0	
693.0	75.0	866.0
694.0	81.0	267.0
695.0	156.0	383.0
696.0	54.0	293.0
697.0	53.0	
698.0	185.0	745.0
699.0	127.0	584.0
700.0	126.0	924.0
701.0	117.0	332.0
702.0	35.0	815.0
703.0	65.0	831.0
704.0	218.0	21.0
705.0	145.0	527.0
706.0	56.0	
707.0	109.0	834.0
708.0	85.0	43.0
709.0	91.0	452.0
710.0	82.0	
711.0	58.0	833.0
712.0	49.0	
713.0	38.0	498.0
714.0	39.0	
715.0	71.0	182.0
716.0	93.0	688.0
717.0	168.0	472.0
718.0	64.0	76.0
719.0	43.0	
720.0	114.0	445.0
721.0	71.0	
722.0	111.0	719.0
723.0	32.0	
724.0	50.0	
725.0	122.0	268.0
726.0	129.0	878.0
727.0	86.0	418.0
728.0	59.0	
729.0	69.0	
730.0	85.0	
731.0	74.0	
732.0	69.0	1.0
733.0	119.0	405.0
734.0	70.0	748.0
735.0	101.0	174.0
736.0	162.0	658.0
737.0	77.0	689.0
738.0	111.0	242.0
739.0	73.0	626.0
740.0	61.0	
741.0	81.0	824.0
742.0	60.0	
743.0	64.0	234.0
744.0	65.0	
745.0	33.0	841.0
746.0	76.0	
747.0	67.0	
748.0	63.0	
749.0	44.0	812.0
750.0	46.0	522.0
751.0	54.0	524.0
752.0	81.0	317.0
753.0	58.0	248.0
754.0	28.0	503.0
755.0	73.0	502.0
756.0	98.0	882.0
757.0	56.0	
758.0	160.0	960.0
759.0	104.0	963.0
760.0	84.0	289.0
761.0	25.0	
762.0	106.0	441.0
763.0	36.0	
764.0	74.0	
765.0	65.0	132.0
766.0	78.0	58.0
767.0	45.0	820.0
768.0	39.0	312.0
769.0	34.0	515.0
770.0	84.0	984.0
771.0	85.0	
772.0	103.0	829.0
773.0	74.0	739.0
774.0	123.0	828.0
775.0	110.0	310.0
776.0	52.0	
777.0	72.0	628.0
778.0	29.0	
779.0	125.0	934.0
780.0	83.0	883.0
781.0	122.0	
782.0	82.0	918.0
783.0	57.0	136.0
784.0	104.0	
785.0	92.0	567.0
786.0	112.0	742.0
787.0	92.0	661.0
788.0	134.0	170.0
789.0	115.0	736.0
790.0	90.0	892.0
791.0	184.0	411.0
792.0	53.0	
793.0	34.0	575.0
794.0	98.0	867.0
795.0	113.0	296.0
796.0	140.0	873.0
797.0	55.0	
798.0	119.0	334.0
799.0	100.0	715.0
800.0	81.0	871.0
801.0	78.0	
802.0	68.0	349.0
803.0	83.0	218.0
804.0	43.0	836.0
805.0	56.0	792.0
806.0	58.0	827.0
807.0	31.0	542.0
808.0	81.0	929.0
809.0	36.0	
810.0	74.0	804.0
811.0	51.0	247.0
812.0	33.0	
813.0	59.0	763.0
814.0	142.0	
815.0	74.0	458.0
816.0	83.0	
817.0	29.0	314.0
818.0	45.0	278.0
819.0	81.0	326.0
820.0	112.0	395.0
821.0	44.0	
822.0	78.0	71.0
823.0	45.0	523.0
824.0	50.0	
825.0	195.0	645.0
826.0	74.0	792.0
827.0	92.0	976.0
828.0	18.0	
829.0	78.0	460.0
830.0	60.0	
831.0	72.0	745.0
832.0	106.0	11.0
833.0	96.0	724.0
834.0	55.0	992.0
835.0	28.0	
836.0	96.0	77.0
837.0	40.0	
838.0	50.0	872.0
839.0	170.0	917.0
840.0	44.0	
841.0	45.0	304.0
842.0	62.0	187.0
843.0	110.0	115.0
844.0	62.0	929.0
845.0	156.0	990.0
846.0	125.0	141.0
847.0	36.0	
848.0	43.0	752.0
849.0	123.0	696.0
850.0	49.0	816.0
851.0	70.0	38.0
852.0	58.0	7.0
853.0	42.0	342.0
854.0	78.0	686.0
855.0	124.0	850.0
856.0	65.0	
857.0	71.0	465.0
858.0	71.0	967.0
859.0	97.0	955.0
860.0	67.0	785.0
861.0	44.0	
862.0	86.0	175.0
863.0	38.0	547.0
864.0	116.0	867.0
865.0	86.0	423.0
866.0	32.0	
867.0	90.0	884.0
868.0	28.0	311.0
869.0	119.0	390.0
870.0	132.0	511.0
871.0	38.0	
872.0	95.0	239.0
873.0	75.0	580.0
874.0	135.0	926.0
875.0	46.0	766.0
876.0	20.0	
877.0	23.0	
878.0	35.0	
879.0	30.0	503.0
880.0	68.0	963.0
881.0	82.0	435.0
882.0	58.0	282.0
883.0	57.0	
884.0	23.0	
885.0	44.0	280.0
886.0	54.0	819.0
887.0	45.0	246.0
888.0	39.0	
889.0	45.0	499.0
890.0	52.0	270.0
891.0	40.0	
892.0	181.0	
893.0	121.0	383.0
894.0	47.0	305.0
895.0	35.0	
896.0	69.0	433.0
897.0	52.0	839.0
898.0	90.0	931.0
899.0	72.0	531.0
900.0	52.0	62.0
901.0	84.0	386.0
902.0	46.0	
903.0	57.0	870.0
904.0	31.0	
905.0	80.0	676.0
906.0	42.0	229.0
907.0	64.0	
908.0	53.0	
909.0	85.0	136.0
910.0	26.0	
911.0	38.0	333.0
912.0	21.0	
913.0	32.0	
914.0	45.0	20.0
915.0	72.0	858.0
916.0	77.0	214.0
917.0	98.0	964.0
918.0	79.0	582.0
919.0	62.0	980.0
920.0	59.0	6.0
921.0	47.0	1.0
922.0	90.0	273.0
923.0	25.0	303.0
924.0	102.0	896.0
925.0	29.0	
926.0	46.0	253.0
927.0	46.0	
928.0	74.0	39.0
929.0	80.0	30.0
930.0	68.0	
931.0	111.0	497.0
932.0	32.0	768.0
933.0	53.0	338.0
934.0	88.0	918.0
935.0	68.0	957.0
936.0	34.0	823.0
937.0	36.0	
938.0	59.0	
939.0	91.0	966.0
940.0	146.0	550.0
941.0	105.0	212.0
942.0	131.0	964.0
943.0	46.0	
944.0	90.0	746.0
945.0	138.0	923.0
946.0	64.0	506.0
947.0	49.0	69.0
948.0	50.0	862.0
949.0	60.0	506.0
950.0	57.0	161.0
951.0	41.0	279.0
952.0	79.0	226.0
953.0	46.0	
954.0	71.0	510.0
955.0	71.0	418.0
956.0	42.0	941.0
957.0	103.0	14.0
958.0	27.0	840.0
959.0	94.0	440.0
960.0	64.0	394.0
961.0	91.0	73.0
962.0	42.0	
963.0	109.0	43.0
964.0	28.0	
965.0	57.0	225.0
966.0	113.0	342.0
967.0	79.0	923.0
968.0	82.0	235.0
969.0	57.0	217.0
970.0	22.0	
971.0	53.0	
972.0	81.0	
973.0	32.0	
974.0	58.0	95.0
975.0	29.0	
976.0	20.0	
977.0	32.0	
978.0	68.0	451.0
979.0	111.0	124.0
980.0	70.0	204.0
981.0	20.0	
982.0	62.0	786.0
983.0	52.0	614.0
984.0	82.0	917.0
985.0	71.0	505.0
986.0	65.0	8.0
987.0	113.0	900.0
988.0	121.0	425.0
989.0	44.0	
990.0	20.0	
991.0	35.0	309.0
992.0	59.0	91.0
993.0	68.0	432.0
994.0	32.0	
995.0	53.0	571.0
996.0	46.0	
997.0	89.0	229.0
998.0	40.0	796.0
999.0	76.0	630.0
1000.0	41.0	
