10kParcel	vox_count	schaefer18_1kParcel7Net
308.0	61.0	
309.0	129.0	683.0
310.0	193.0	927.0
311.0	105.0	507.0
312.0	41.0	
313.0	191.0	955.0
314.0	72.0	500.0
315.0	78.0	830.0
316.0	58.0	
317.0	148.0	966.0
318.0	67.0	838.0
319.0	103.0	
320.0	166.0	446.0
321.0	79.0	
322.0	135.0	931.0
323.0	144.0	978.0
324.0	74.0	26.0
325.0	93.0	224.0
326.0	52.0	
327.0	92.0	786.0
328.0	56.0	16.0
329.0	103.0	828.0
330.0	172.0	83.0
331.0	145.0	852.0
332.0	108.0	
333.0	76.0	502.0
334.0	65.0	306.0
335.0	148.0	508.0
336.0	125.0	10.0
337.0	95.0	78.0
338.0	108.0	227.0
339.0	127.0	842.0
340.0	192.0	6.0
341.0	77.0	771.0
342.0	123.0	
343.0	66.0	523.0
344.0	96.0	72.0
345.0	131.0	874.0
346.0	51.0	
347.0	88.0	207.0
348.0	128.0	129.0
349.0	60.0	
350.0	308.0	363.0
351.0	79.0	
352.0	148.0	532.0
353.0	135.0	763.0
354.0	173.0	576.0
355.0	141.0	23.0
356.0	105.0	767.0
357.0	72.0	832.0
358.0	274.0	42.0
359.0	28.0	314.0
360.0	46.0	
361.0	229.0	868.0
362.0	63.0	
363.0	74.0	
364.0	117.0	322.0
365.0	143.0	744.0
366.0	60.0	
367.0	51.0	
368.0	137.0	444.0
369.0	105.0	
370.0	67.0	658.0
371.0	138.0	151.0
372.0	161.0	505.0
373.0	139.0	761.0
374.0	113.0	687.0
375.0	55.0	524.0
376.0	66.0	
377.0	64.0	315.0
378.0	213.0	117.0
379.0	110.0	4.0
380.0	96.0	734.0
381.0	74.0	
382.0	108.0	8.0
383.0	162.0	400.0
384.0	118.0	950.0
385.0	66.0	401.0
386.0	126.0	256.0
387.0	89.0	828.0
388.0	203.0	695.0
389.0	61.0	
390.0	109.0	154.0
391.0	120.0	173.0
392.0	52.0	
393.0	152.0	573.0
394.0	89.0	999.0
395.0	127.0	988.0
396.0	29.0	314.0
397.0	68.0	
398.0	115.0	568.0
399.0	109.0	
400.0	76.0	276.0
401.0	118.0	279.0
402.0	178.0	435.0
403.0	119.0	168.0
404.0	110.0	
405.0	80.0	796.0
406.0	177.0	53.0
407.0	45.0	25.0
408.0	106.0	937.0
409.0	55.0	647.0
410.0	143.0	418.0
411.0	122.0	
412.0	60.0	2.0
413.0	106.0	
414.0	79.0	137.0
415.0	99.0	531.0
416.0	42.0	1.0
417.0	53.0	500.0
418.0	33.0	
419.0	59.0	
420.0	81.0	842.0
421.0	129.0	731.0
422.0	59.0	
423.0	127.0	111.0
424.0	142.0	460.0
425.0	136.0	304.0
426.0	43.0	830.0
427.0	103.0	754.0
428.0	139.0	764.0
429.0	166.0	230.0
430.0	53.0	13.0
431.0	175.0	332.0
432.0	112.0	827.0
433.0	118.0	130.0
434.0	52.0	
435.0	99.0	
436.0	41.0	
437.0	154.0	394.0
438.0	112.0	437.0
439.0	129.0	195.0
440.0	42.0	306.0
441.0	49.0	
442.0	146.0	912.0
443.0	100.0	851.0
444.0	75.0	814.0
445.0	95.0	181.0
446.0	41.0	
447.0	58.0	
448.0	188.0	49.0
449.0	84.0	233.0
450.0	50.0	
451.0	67.0	280.0
452.0	142.0	136.0
453.0	69.0	
454.0	133.0	472.0
455.0	112.0	326.0
456.0	41.0	
457.0	114.0	375.0
458.0	81.0	
459.0	51.0	
460.0	86.0	124.0
461.0	65.0	
462.0	122.0	334.0
463.0	60.0	303.0
464.0	40.0	830.0
465.0	151.0	
466.0	49.0	
467.0	79.0	290.0
468.0	112.0	505.0
469.0	123.0	485.0
470.0	150.0	173.0
471.0	140.0	746.0
472.0	70.0	306.0
473.0	64.0	
474.0	128.0	255.0
475.0	77.0	
476.0	112.0	
477.0	97.0	834.0
478.0	103.0	563.0
479.0	64.0	564.0
480.0	83.0	820.0
481.0	137.0	268.0
482.0	122.0	808.0
483.0	47.0	
484.0	136.0	176.0
485.0	148.0	844.0
486.0	49.0	
487.0	63.0	311.0
488.0	70.0	759.0
489.0	43.0	
490.0	47.0	299.0
491.0	46.0	
492.0	129.0	882.0
493.0	158.0	82.0
494.0	104.0	755.0
495.0	90.0	
496.0	93.0	789.0
497.0	106.0	229.0
498.0	98.0	
499.0	77.0	312.0
500.0	156.0	811.0
501.0	49.0	841.0
502.0	240.0	590.0
503.0	116.0	104.0
504.0	93.0	67.0
505.0	67.0	829.0
506.0	115.0	676.0
507.0	66.0	501.0
508.0	80.0	641.0
509.0	53.0	292.0
510.0	136.0	392.0
511.0	82.0	307.0
512.0	138.0	787.0
513.0	104.0	607.0
514.0	64.0	812.0
515.0	66.0	643.0
516.0	147.0	193.0
517.0	229.0	971.0
518.0	40.0	
519.0	134.0	932.0
520.0	60.0	
521.0	54.0	
522.0	78.0	
523.0	100.0	223.0
524.0	77.0	253.0
525.0	122.0	929.0
526.0	134.0	
527.0	105.0	47.0
528.0	119.0	457.0
529.0	134.0	873.0
530.0	130.0	613.0
531.0	89.0	189.0
532.0	54.0	515.0
533.0	158.0	980.0
534.0	103.0	216.0
535.0	181.0	941.0
536.0	88.0	673.0
537.0	104.0	719.0
538.0	131.0	268.0
539.0	58.0	503.0
540.0	94.0	925.0
541.0	93.0	299.0
542.0	99.0	
543.0	54.0	
544.0	164.0	662.0
545.0	86.0	234.0
546.0	48.0	
547.0	54.0	
548.0	66.0	
549.0	224.0	990.0
550.0	102.0	545.0
551.0	145.0	517.0
552.0	60.0	
553.0	34.0	
554.0	95.0	
555.0	77.0	518.0
556.0	39.0	
557.0	49.0	
558.0	87.0	889.0
559.0	69.0	
560.0	29.0	
561.0	44.0	13.0
562.0	95.0	735.0
563.0	53.0	498.0
564.0	103.0	450.0
565.0	113.0	690.0
566.0	83.0	
567.0	51.0	
568.0	72.0	11.0
569.0	214.0	936.0
570.0	113.0	639.0
571.0	42.0	
572.0	87.0	8.0
573.0	51.0	1.0
574.0	48.0	
575.0	164.0	547.0
576.0	133.0	432.0
577.0	63.0	500.0
578.0	96.0	613.0
579.0	63.0	
580.0	61.0	
581.0	114.0	178.0
582.0	83.0	
583.0	57.0	
584.0	57.0	277.0
585.0	52.0	
586.0	67.0	310.0
587.0	113.0	419.0
588.0	81.0	167.0
589.0	52.0	
590.0	122.0	183.0
591.0	147.0	415.0
592.0	127.0	584.0
593.0	144.0	582.0
594.0	94.0	633.0
595.0	81.0	632.0
596.0	96.0	951.0
597.0	70.0	225.0
598.0	60.0	
599.0	123.0	353.0
600.0	168.0	14.0
601.0	110.0	185.0
602.0	77.0	
603.0	78.0	817.0
604.0	63.0	
605.0	41.0	509.0
606.0	42.0	
607.0	115.0	457.0
608.0	53.0	8.0
609.0	81.0	730.0
610.0	120.0	516.0
611.0	126.0	963.0
612.0	73.0	303.0
613.0	100.0	38.0
614.0	128.0	997.0
615.0	54.0	
616.0	135.0	39.0
617.0	166.0	11.0
618.0	82.0	
619.0	121.0	175.0
620.0	56.0	
621.0	119.0	
622.0	134.0	
623.0	108.0	709.0
624.0	66.0	
625.0	105.0	458.0
626.0	88.0	685.0
627.0	111.0	835.0
628.0	117.0	976.0
629.0	62.0	862.0
630.0	110.0	76.0
631.0	208.0	963.0
632.0	118.0	43.0
633.0	111.0	102.0
634.0	145.0	462.0
635.0	46.0	315.0
636.0	48.0	823.0
637.0	67.0	143.0
638.0	109.0	828.0
639.0	58.0	486.0
640.0	62.0	
641.0	95.0	210.0
642.0	61.0	300.0
643.0	198.0	
644.0	73.0	584.0
645.0	80.0	
646.0	120.0	422.0
647.0	134.0	866.0
648.0	47.0	248.0
649.0	39.0	829.0
650.0	161.0	307.0
651.0	84.0	887.0
652.0	136.0	808.0
653.0	73.0	
654.0	133.0	956.0
655.0	105.0	191.0
656.0	108.0	
657.0	45.0	
658.0	44.0	531.0
659.0	92.0	530.0
660.0	116.0	721.0
661.0	129.0	140.0
662.0	188.0	825.0
663.0	67.0	752.0
664.0	50.0	8.0
665.0	81.0	819.0
666.0	83.0	633.0
667.0	160.0	342.0
668.0	55.0	
669.0	86.0	54.0
670.0	57.0	291.0
671.0	48.0	839.0
672.0	51.0	314.0
673.0	38.0	
674.0	176.0	398.0
675.0	75.0	396.0
676.0	67.0	839.0
677.0	50.0	832.0
678.0	58.0	891.0
679.0	53.0	503.0
680.0	172.0	430.0
681.0	105.0	
682.0	109.0	202.0
683.0	155.0	
684.0	37.0	
685.0	124.0	268.0
686.0	169.0	739.0
687.0	37.0	
688.0	105.0	319.0
689.0	79.0	659.0
690.0	156.0	270.0
691.0	91.0	
692.0	99.0	980.0
693.0	41.0	314.0
694.0	163.0	558.0
695.0	46.0	
696.0	101.0	
697.0	61.0	
698.0	199.0	764.0
699.0	131.0	340.0
700.0	89.0	144.0
701.0	63.0	
702.0	186.0	449.0
703.0	46.0	
704.0	128.0	970.0
705.0	129.0	704.0
706.0	82.0	505.0
707.0	42.0	
708.0	157.0	984.0
709.0	81.0	178.0
710.0	80.0	587.0
711.0	75.0	148.0
712.0	42.0	396.0
713.0	60.0	502.0
714.0	46.0	
715.0	56.0	
716.0	42.0	
717.0	83.0	
718.0	60.0	832.0
719.0	51.0	
720.0	68.0	
721.0	72.0	
722.0	51.0	813.0
723.0	75.0	310.0
724.0	99.0	741.0
725.0	65.0	531.0
726.0	57.0	
727.0	55.0	
728.0	104.0	242.0
729.0	47.0	544.0
730.0	52.0	212.0
731.0	42.0	
732.0	35.0	
733.0	83.0	117.0
734.0	102.0	101.0
735.0	69.0	92.0
736.0	67.0	93.0
737.0	104.0	239.0
738.0	37.0	
739.0	32.0	
740.0	83.0	992.0
741.0	134.0	511.0
742.0	89.0	
743.0	44.0	
744.0	67.0	565.0
745.0	52.0	278.0
746.0	71.0	
747.0	55.0	399.0
748.0	54.0	830.0
749.0	92.0	870.0
750.0	122.0	198.0
751.0	133.0	463.0
752.0	66.0	626.0
753.0	66.0	969.0
754.0	80.0	82.0
755.0	163.0	386.0
756.0	107.0	343.0
757.0	91.0	146.0
758.0	74.0	531.0
759.0	35.0	314.0
760.0	37.0	315.0
761.0	62.0	
762.0	171.0	593.0
763.0	86.0	503.0
764.0	38.0	
765.0	39.0	314.0
766.0	124.0	953.0
767.0	177.0	
768.0	89.0	36.0
769.0	99.0	696.0
770.0	99.0	288.0
771.0	119.0	357.0
772.0	101.0	200.0
773.0	134.0	397.0
774.0	89.0	728.0
775.0	85.0	226.0
776.0	120.0	
777.0	87.0	452.0
778.0	40.0	502.0
779.0	116.0	70.0
780.0	84.0	495.0
781.0	36.0	297.0
782.0	38.0	503.0
783.0	149.0	874.0
784.0	86.0	109.0
785.0	48.0	
786.0	171.0	594.0
787.0	47.0	
788.0	84.0	606.0
789.0	53.0	992.0
790.0	41.0	860.0
791.0	78.0	845.0
792.0	93.0	203.0
793.0	52.0	
794.0	72.0	333.0
795.0	71.0	453.0
796.0	48.0	
797.0	68.0	266.0
798.0	89.0	226.0
799.0	34.0	
800.0	80.0	1.0
801.0	127.0	617.0
802.0	49.0	
803.0	129.0	420.0
804.0	90.0	418.0
805.0	28.0	
806.0	105.0	120.0
807.0	99.0	951.0
808.0	84.0	
809.0	113.0	847.0
810.0	85.0	
811.0	37.0	
812.0	85.0	861.0
813.0	43.0	
814.0	73.0	745.0
815.0	47.0	816.0
816.0	41.0	500.0
817.0	41.0	523.0
818.0	35.0	22.0
819.0	66.0	
820.0	89.0	416.0
821.0	89.0	931.0
822.0	85.0	438.0
823.0	46.0	498.0
824.0	76.0	361.0
825.0	78.0	982.0
826.0	128.0	421.0
827.0	98.0	924.0
828.0	154.0	536.0
829.0	44.0	
830.0	89.0	828.0
831.0	82.0	
832.0	49.0	618.0
833.0	51.0	948.0
834.0	36.0	
835.0	64.0	879.0
836.0	127.0	509.0
837.0	89.0	437.0
838.0	140.0	790.0
839.0	177.0	475.0
840.0	74.0	
841.0	26.0	
842.0	159.0	213.0
843.0	96.0	833.0
844.0	83.0	888.0
845.0	68.0	462.0
846.0	44.0	502.0
847.0	42.0	837.0
848.0	87.0	869.0
849.0	65.0	546.0
850.0	40.0	16.0
851.0	92.0	5.0
852.0	38.0	308.0
853.0	92.0	238.0
854.0	89.0	578.0
855.0	52.0	
856.0	47.0	
857.0	88.0	296.0
858.0	25.0	
859.0	168.0	389.0
860.0	84.0	153.0
861.0	44.0	768.0
862.0	37.0	
863.0	51.0	
864.0	90.0	541.0
865.0	74.0	282.0
866.0	43.0	
867.0	145.0	508.0
868.0	18.0	
869.0	69.0	661.0
870.0	101.0	590.0
871.0	88.0	61.0
872.0	83.0	975.0
873.0	111.0	969.0
874.0	64.0	
875.0	79.0	334.0
876.0	90.0	561.0
877.0	36.0	
878.0	75.0	
879.0	74.0	156.0
880.0	82.0	793.0
881.0	82.0	795.0
882.0	77.0	949.0
883.0	126.0	
884.0	65.0	214.0
885.0	87.0	783.0
886.0	45.0	834.0
887.0	46.0	311.0
888.0	27.0	314.0
889.0	158.0	403.0
890.0	143.0	407.0
891.0	45.0	
892.0	68.0	676.0
893.0	131.0	732.0
894.0	37.0	
895.0	33.0	308.0
896.0	64.0	464.0
897.0	93.0	911.0
898.0	83.0	928.0
899.0	130.0	251.0
900.0	53.0	298.0
901.0	54.0	
902.0	63.0	814.0
903.0	63.0	826.0
904.0	69.0	469.0
905.0	50.0	
906.0	49.0	830.0
907.0	51.0	246.0
908.0	51.0	375.0
909.0	76.0	
910.0	48.0	
911.0	31.0	
912.0	39.0	299.0
913.0	40.0	359.0
914.0	71.0	
915.0	81.0	809.0
916.0	93.0	80.0
917.0	50.0	
918.0	101.0	976.0
919.0	67.0	
920.0	58.0	149.0
921.0	143.0	302.0
922.0	66.0	871.0
923.0	29.0	
924.0	57.0	120.0
925.0	42.0	
926.0	108.0	436.0
927.0	76.0	853.0
928.0	64.0	649.0
929.0	73.0	123.0
930.0	52.0	311.0
931.0	106.0	47.0
932.0	47.0	22.0
933.0	124.0	325.0
934.0	74.0	243.0
935.0	175.0	422.0
936.0	48.0	519.0
937.0	134.0	943.0
938.0	113.0	443.0
939.0	59.0	875.0
940.0	60.0	224.0
941.0	55.0	518.0
942.0	46.0	
943.0	26.0	314.0
944.0	73.0	405.0
945.0	40.0	149.0
946.0	51.0	
947.0	73.0	664.0
948.0	120.0	
949.0	42.0	
950.0	45.0	
951.0	39.0	
952.0	86.0	567.0
953.0	44.0	20.0
954.0	108.0	692.0
955.0	36.0	
956.0	131.0	347.0
957.0	65.0	222.0
958.0	99.0	
959.0	70.0	
960.0	59.0	423.0
961.0	67.0	725.0
962.0	76.0	10.0
963.0	118.0	387.0
964.0	39.0	
965.0	45.0	501.0
966.0	27.0	819.0
967.0	49.0	
968.0	55.0	
969.0	27.0	501.0
970.0	91.0	506.0
971.0	42.0	840.0
972.0	77.0	
973.0	34.0	
974.0	55.0	
975.0	56.0	
976.0	116.0	950.0
977.0	83.0	77.0
978.0	83.0	926.0
979.0	68.0	907.0
980.0	52.0	642.0
981.0	78.0	494.0
982.0	101.0	14.0
983.0	49.0	687.0
984.0	69.0	486.0
985.0	31.0	
986.0	63.0	363.0
987.0	35.0	
988.0	148.0	73.0
989.0	118.0	932.0
990.0	74.0	105.0
991.0	33.0	303.0
992.0	67.0	
993.0	49.0	
994.0	82.0	687.0
995.0	27.0	
996.0	72.0	173.0
997.0	60.0	2.0
998.0	73.0	999.0
999.0	49.0	776.0
1000.0	51.0	306.0
